,name,party,state,district,context,le,eg
570,Carroll A. Campbell Jr.,republican,South Carolina,4,candidate,"[{'year': 1978, 'le': 0.045328905999999995}]","[{'year': 1978, 'eg': 0.4378368229288244}]"
571,Ken Holland,democrat,South Carolina,5,candidate,"[{'year': 1978, 'le': 0.20721785399999998}, {'year': 1980, 'le': 0.4975266}]","[{'year': 1978, 'eg': 0.0}, {'year': 1980, 'eg': 0.0}]"
572,John W. Jenrette,democrat,South Carolina,6,candidate,"[{'year': 1978, 'le': 0.110084485}]","[{'year': 1978, 'eg': 0.0}]"
573,Thomas A. Daschle,democrat,South Dakota,1,candidate,"[{'year': 1978, 'le': 1.343729612}, {'year': 1980, 'le': 0.713056472}]","[{'year': 1978, 'eg': -0.4989321117104011}, {'year': 1980, 'eg': -0.18423068865411665}]"
574,James Quillen,republican,Tennessee,1,candidate,"[{'year': 1978, 'le': 0.7058358159999999}]","[{'year': 1978, 'eg': 0.20983121092683474}]"
575,Albert Gore Jr.,democrat,Tennessee,4,candidate,"[{'year': 1978, 'le': 0.08634077300000001}, {'year': 1980, 'le': 0.10570281599999999}]","[{'year': 1978, 'eg': 0.0}, {'year': 1980, 'eg': 0.08568300973670565}]"
576,William Hill Boner,democrat,Tennessee,5,candidate,"[{'year': 1978, 'le': 0.29456468}]","[{'year': 1978, 'eg': -0.34043620142506437}]"
577,Robin Beard,republican,Tennessee,6,candidate,"[{'year': 1978, 'le': 0.21585193100000002}]","[{'year': 1978, 'eg': 0.007295349336875208}]"
578,Sam B. Hall,democrat,Texas,1,candidate,"[{'year': 1978, 'le': 0.853107222}]","[{'year': 1978, 'eg': 0.06146724853825947}]"
579,William Philip Gramm,democrat,Texas,6,candidate,"[{'year': 1978, 'le': 0.043170386}]","[{'year': 1978, 'eg': -0.19797274645526436}]"
580,Robert Eckhardt,democrat,Texas,8,candidate,"[{'year': 1978, 'le': 0.494077791}]","[{'year': 1978, 'eg': -0.2698199744157749}]"
581,James J. Pickle,democrat,Texas,10,candidate,"[{'year': 1978, 'le': 3.252301772}]","[{'year': 1978, 'eg': 0.026413525275115656}]"
582,Marvin Leath,democrat,Texas,11,candidate,"[{'year': 1978, 'le': 0.010792597}, {'year': 1980, 'le': 1.196699255}, {'year': 1982, 'le': 1.3509303330000002}, {'year': 1984, 'le': 0.118008507}, {'year': 1986, 'le': 0.287933707}, {'year': 1988, 'le': 1.080660343}]","[{'year': 1978, 'eg': -0.46720835470726585}, {'year': 1980, 'eg': 0.0}, {'year': 1982, 'eg': 0.0}, {'year': 1984, 'eg': 0.0}, {'year': 1986, 'eg': 0.0}, {'year': 1988, 'eg': 0.0}]"
583,Joe Wyatt Jr.,democrat,Texas,14,candidate,"[{'year': 1978, 'le': 0.251997884}]","[{'year': 1978, 'eg': -0.051111262149119825}]"
584,E de la Garza,democrat,Texas,15,candidate,"[{'year': 1978, 'le': 4.0351249860000005}, {'year': 1990, 'le': 6.370296176}, {'year': 1992, 'le': 8.332636085}, {'year': 1994, 'le': 0.114784405}]","[{'year': 1978, 'eg': -0.17594918277456226}, {'year': 1990, 'eg': 0.0}, {'year': 1992, 'eg': -0.2914555633310007}, {'year': 1994, 'eg': -0.30446697200237627}]"
585,Charles W. Stenholm,democrat,Texas,17,candidate,"[{'year': 1978, 'le': 0.166205987}, {'year': 1980, 'le': 0.162927009}, {'year': 1982, 'le': 0.154748484}, {'year': 1984, 'le': 0.27700658699999997}, {'year': 1986, 'le': 1.387092829}, {'year': 1988, 'le': 0.47784399999999994}, {'year': 1990, 'le': 0.973445775}, {'year': 1992, 'le': 1.085523003}, {'year': 1994, 'le': 0.0}, {'year': 1996, 'le': 1.473857403}, {'year': 1998, 'le': 0.07710557400000001}, {'year': 2000, 'le': 0.249524474}, {'year': 2002, 'le': 0.587706208}]","[{'year': 1978, 'eg': -0.1375577310227766}, {'year': 1980, 'eg': 0.0}, {'year': 1982, 'eg': 0.0}, {'year': 1984, 'eg': 0.0}, {'year': 1986, 'eg': 0.0}, {'year': 1988, 'eg': 0.0}, {'year': 1990, 'eg': 0.0}, {'year': 1992, 'eg': -0.1786453962972484}, {'year': 1994, 'eg': -0.42681469104463227}, {'year': 1996, 'eg': -0.45726292009078}, {'year': 1998, 'eg': -0.41707715819028324}, {'year': 2000, 'eg': -0.26454532113681944}, {'year': 2002, 'eg': -0.4602390662010696}]"
586,Goerge Thomas (Mickey) Leland,democrat,Texas,18,candidate,"[{'year': 1978, 'le': 0.045328905999999995}]","[{'year': 1978, 'eg': 0.0}]"
587,Kent Hance,democrat,Texas,19,candidate,"[{'year': 1978, 'le': 0.11871856199999999}, {'year': 1980, 'le': 0.245820502}, {'year': 1982, 'le': 0.29117918}]","[{'year': 1978, 'eg': -0.4352328330042121}, {'year': 1980, 'eg': 0.0}, {'year': 1982, 'eg': 0.14234791306720015}]"
588,Thomas G. Loeffler,republican,Texas,21,candidate,"[{'year': 1978, 'le': 0.207521199}]","[{'year': 1978, 'eg': 0.3590745212632832}]"
589,Ronald E. Paul,republican,Texas,22,candidate,"[{'year': 1978, 'le': 0.509410558}]","[{'year': 1978, 'eg': 0.48890698147771217}]"
590,Abraham Kazen Jr.,democrat,Texas,23,candidate,"[{'year': 1978, 'le': 0.341868331}]","[{'year': 1978, 'eg': 0.0}]"
591,Martin Frost,democrat,Texas,24,candidate,"[{'year': 1978, 'le': 0.036694828}, {'year': 1980, 'le': 0.01966564}, {'year': 1982, 'le': 0.019100295}, {'year': 1984, 'le': 0.003080757}, {'year': 1986, 'le': 0.11180374}, {'year': 1988, 'le': 0.480899423}, {'year': 1990, 'le': 0.029881495}, {'year': 1992, 'le': 0.110692085}, {'year': 1994, 'le': 1.233785748}, {'year': 1996, 'le': 0.054242339}, {'year': 1998, 'le': 0.061684459000000004}, {'year': 2000, 'le': 0.093641981}, {'year': 2002, 'le': 0.19431847300000002}]","[{'year': 1978, 'eg': -0.41883058677514995}, {'year': 1980, 'eg': -0.27419502557862646}, {'year': 1982, 'eg': -0.031584771770504144}, {'year': 1984, 'eg': -0.310612826281102}, {'year': 1986, 'eg': -0.1555125931525036}, {'year': 1988, 'eg': 0.0}, {'year': 1990, 'eg': 0.0}, {'year': 1992, 'eg': -0.3040880286540846}, {'year': 1994, 'eg': -0.4434843720801748}, {'year': 1996, 'eg': -0.3331745883970581}, {'year': 1998, 'eg': -0.3345273083517022}, {'year': 2000, 'eg': -0.24892780985696145}, {'year': 2002, 'eg': -0.1929066203695502}]"
592,Gun McKay,democrat,Utah,1,candidate,"[{'year': 1978, 'le': 2.8910571010000004}]","[{'year': 1978, 'eg': -0.4518299509766623}]"
593,Paul S. Trible Jr.,republican,Virginia,1,candidate,"[{'year': 1978, 'le': 0.564067985}, {'year': 1980, 'le': 0.20717470000000002}]","[{'year': 1978, 'eg': 0.058925497611947535}, {'year': 1980, 'eg': 0.0}]"
594,David E. Satterfield,democrat,Virginia,3,candidate,"[{'year': 1978, 'le': 2.7068885160000002}]","[{'year': 1978, 'eg': 0.0}]"
595,Robert W. Daniel Jr.,republican,Virginia,4,candidate,"[{'year': 1978, 'le': 0.153825464}]","[{'year': 1978, 'eg': 0.0}]"
596,Dan Daniel,democrat,Virginia,5,candidate,"[{'year': 1978, 'le': 0.475568693}]","[{'year': 1978, 'eg': 0.0}]"
597,Allan Byron Swift,democrat,Washington,2,candidate,"[{'year': 1978, 'le': 0.79694736}]","[{'year': 1978, 'eg': -0.4721569283837774}]"
598,Norman N. Dicks,democrat,Washington,6,candidate,"[{'year': 1978, 'le': 0.175410657}]","[{'year': 1978, 'eg': -0.2651533321911941}]"
599,Michael E. Lowry,democrat,Washington,7,candidate,"[{'year': 1978, 'le': 0.09929188800000001}]","[{'year': 1978, 'eg': -0.43362160282050877}]"
600,Nick J. Rahall II,democrat,West Virginia,4,candidate,"[{'year': 1978, 'le': 0.18620325399999998}, {'year': 1996, 'le': 0.242828533}, {'year': 1998, 'le': 0.667880177}, {'year': 2000, 'le': 2.004088879}, {'year': 2002, 'le': 0.468741655}, {'year': 2004, 'le': 0.517883323}, {'year': 2006, 'le': 3.6908180710000003}, {'year': 2008, 'le': 2.937633605}, {'year': 2010, 'le': 0.13421014}, {'year': 2012, 'le': 0.12185215199999999}]","[{'year': 1978, 'eg': 0.0}, {'year': 1996, 'eg': 0.0}, {'year': 1998, 'eg': 0.0}, {'year': 2000, 'eg': 0.0}, {'year': 2002, 'eg': -0.0956148209771862}, {'year': 2004, 'eg': -0.19609142251384498}, {'year': 2006, 'eg': -0.1127686083778043}, {'year': 2008, 'eg': -0.16161973066301805}, {'year': 2010, 'eg': -0.3792337534422802}, {'year': 2012, 'eg': -0.42037398284747823}]"
601,Alvin Baldus,democrat,Wisconsin,3,candidate,"[{'year': 1978, 'le': 1.81377548}]","[{'year': 1978, 'eg': -0.2440552238416812}]"
602,Toby Roth,republican,Wisconsin,8,candidate,"[{'year': 1978, 'le': 0.053962983}, {'year': 1980, 'le': 0.09832820099999999}, {'year': 1982, 'le': 0.127462357}, {'year': 1984, 'le': 0.7261771779999999}, {'year': 1986, 'le': 0.8186391}, {'year': 1988, 'le': 0.200785771}, {'year': 1990, 'le': 0.149407475}, {'year': 1992, 'le': 0.112812226}, {'year': 1994, 'le': 2.413938999}]","[{'year': 1978, 'eg': 0.34111814598016965}, {'year': 1980, 'eg': 0.1465464291696912}, {'year': 1982, 'eg': 0.34791591401734107}, {'year': 1984, 'eg': 0.12922224987031172}, {'year': 1986, 'eg': 0.15287974827853526}, {'year': 1988, 'eg': 0.10599634186481566}, {'year': 1990, 'eg': 0.4290953545232274}, {'year': 1992, 'eg': 0.09817864089027975}, {'year': 1994, 'eg': 0.22554886882870834}]"
603,F. James Sensenbrenner,republican,Wisconsin,9,candidate,"[{'year': 1978, 'le': 0.077706695}, {'year': 1996, 'le': 3.743652105}, {'year': 2004, 'le': 17.58664977}, {'year': 2010, 'le': 4.391175747}]","[{'year': 1978, 'eg': 0.2770744702821032}, {'year': 1996, 'eg': 0.010412787964268923}, {'year': 2004, 'eg': 0.15192454534963945}, {'year': 2010, 'eg': 0.08036636096335786}]"
604,Richard Bruce Cheney,republican,Wyoming,1,candidate,"[{'year': 1978, 'le': 0.043170386}]","[{'year': 1978, 'eg': 0.32738817564172923}]"
605,Bill Dickinson,republican,Alabama,2,candidate,"[{'year': 1980, 'le': 0.051622305}, {'year': 1982, 'le': 0.095501475}, {'year': 1984, 'le': 0.046211361}, {'year': 1986, 'le': 0.031003442000000003}, {'year': 1988, 'le': 0.132881686}]","[{'year': 1980, 'eg': 0.2609417097397116}, {'year': 1982, 'eg': 0.4916159182536896}, {'year': 1984, 'eg': 0.2822128029006971}, {'year': 1986, 'eg': 0.16603227859084863}, {'year': 1988, 'eg': 0.0}]"
606,Ronnie Flippo,democrat,Alabama,5,candidate,"[{'year': 1980, 'le': 0.620911865}, {'year': 1986, 'le': 1.329737902}]","[{'year': 1980, 'eg': 0.0}, {'year': 1986, 'eg': 0.0780827261630614}]"
607,Albert Lee Smith Jr.,republican,Alabama,6,candidate,"[{'year': 1980, 'le': 0.174532556}]","[{'year': 1980, 'eg': 0.4601983168601249}]"
608,Donald E. Young,republican,Alaska,1,candidate,"[{'year': 1980, 'le': 1.05116941}, {'year': 1984, 'le': 3.5699200269999998}]","[{'year': 1980, 'eg': 0.020327516847973716}, {'year': 1984, 'eg': 0.36664696735565816}]"
609,Ed Bethune,republican,Arkansas,2,candidate,"[{'year': 1980, 'le': 0.151201266}, {'year': 1982, 'le': 0.257653326}]","[{'year': 1980, 'eg': -0.07954923012075078}, {'year': 1982, 'eg': 0.42286073638751615}]"
610,John Paul Hammerschimdt,republican,Arkansas,3,candidate,"[{'year': 1980, 'le': 1.4014270030000002}]","[{'year': 1980, 'eg': 0.0}]"
611,Eugene A. Chappie,republican,California,1,candidate,"[{'year': 1980, 'le': 0.688547548}]","[{'year': 1980, 'eg': 0.36152798492962596}]"
612,Tom Lantos,democrat,California,11,candidate,"[{'year': 1980, 'le': 0.076204355}, {'year': 1982, 'le': 0.48324662399999996}, {'year': 1984, 'le': 0.317314733}, {'year': 1986, 'le': 0.756137788}, {'year': 1988, 'le': 0.496985823}, {'year': 1990, 'le': 0.31578956399999997}, {'year': 1992, 'le': 0.24129281600000002}, {'year': 1994, 'le': 0.1721766}, {'year': 1996, 'le': 0.260909319}, {'year': 1998, 'le': 1.3815379140000001}, {'year': 2000, 'le': 1.423386812}, {'year': 2002, 'le': 2.09274745}, {'year': 2004, 'le': 1.43525577}, {'year': 2006, 'le': 4.347432137}]","[{'year': 1980, 'eg': -0.4690722763928826}, {'year': 1982, 'eg': -0.32664317052377684}, {'year': 1984, 'eg': -0.08325557160789143}, {'year': 1986, 'eg': -0.018349319357922146}, {'year': 1988, 'eg': -0.034509501697428495}, {'year': 1990, 'eg': -0.12846296238195337}, {'year': 1992, 'eg': -0.044996431808131974}, {'year': 1994, 'eg': -0.1516716390717165}, {'year': 1996, 'eg': -0.020114666102314487}, {'year': 1998, 'eg': 0.028670069048333833}, {'year': 2000, 'eg': 0.03746306855605111}, {'year': 2002, 'eg': -0.06631007071697724}, {'year': 2004, 'eg': -0.027876199034833866}, {'year': 2006, 'eg': 0.02091331914613545}]"
613,"Paul N. """"Pete"""" McCloskey Jr.",republican,California,12,candidate,"[{'year': 1980, 'le': 0.167843419}]","[{'year': 1980, 'eg': -0.03649482879000216}]"
614,"Charles """"Chip"""" Pashayan Jr.",republican,California,17,candidate,"[{'year': 1980, 'le': 0.219465725}]","[{'year': 1980, 'eg': 0.08796101432718009}]"
615,Barry Goldwater Jr.,republican,California,20,candidate,"[{'year': 1980, 'le': 0.6308349529999999}]","[{'year': 1980, 'eg': -0.11842536408964757}]"
616,Bobbi Fiedler,republican,California,21,candidate,"[{'year': 1980, 'le': 0.162241531}, {'year': 1982, 'le': 0.136430681}, {'year': 1984, 'le': 0.154037869}]","[{'year': 1980, 'eg': 0.49494784876140807}, {'year': 1982, 'eg': 0.022423443846716504}, {'year': 1984, 'eg': 0.03569642619015869}]"
617,Augustus F. (Gus) Hawkins,democrat,California,29,candidate,"[{'year': 1980, 'le': 2.421185088}, {'year': 1982, 'le': 0.81607008}]","[{'year': 1980, 'eg': 0.2506747384380477}, {'year': 1982, 'eg': 0.09589953616895293}]"
618,Mervyn M. Dymally,democrat,California,31,candidate,"[{'year': 1980, 'le': 0.787561227}, {'year': 1982, 'le': 0.9463214870000001}, {'year': 1984, 'le': 2.63264357}, {'year': 1986, 'le': 1.834703565}, {'year': 1988, 'le': 2.3317308430000003}, {'year': 1990, 'le': 0.808001723}]","[{'year': 1980, 'eg': -0.21176256881759495}, {'year': 1982, 'eg': -0.05182404956538439}, {'year': 1984, 'eg': -0.08576456455612615}, {'year': 1986, 'eg': -0.0736693963436296}, {'year': 1988, 'eg': -0.03979734377105093}, {'year': 1990, 'eg': -0.1570897877052401}]"
619,Dave Dreier,republican,California,35,candidate,"[{'year': 1980, 'le': 0.180134445}]","[{'year': 1980, 'eg': 0.4359274910803336}]"
620,William E. (Bill) Dannemeyer,republican,California,39,candidate,"[{'year': 1980, 'le': 0.122910251}, {'year': 1982, 'le': 0.18008849}]","[{'year': 1980, 'eg': -0.025494924520745914}, {'year': 1982, 'eg': 0.038071716878888565}]"
621,Bill Lowery,republican,California,41,candidate,"[{'year': 1980, 'le': 0.066371535}, {'year': 1982, 'le': 0.162770405}, {'year': 1984, 'le': 0.252279429}, {'year': 1986, 'le': 0.1010084}, {'year': 1988, 'le': 0.04302552}, {'year': 1990, 'le': 0.268705398}]","[{'year': 1980, 'eg': 0.4055865730726152}, {'year': 1982, 'eg': 0.09966774959328815}, {'year': 1984, 'eg': 0.20221315285645627}, {'year': 1986, 'eg': 0.12549321308328637}, {'year': 1988, 'eg': 0.1529022504820462}, {'year': 1990, 'eg': 0.4434843552811113}]"
622,Duncan L. Hunter,republican,California,42,candidate,"[{'year': 1980, 'le': 0.185050855}]","[{'year': 1980, 'eg': 0.4346738033665444}]"
623,Hank Brown,republican,Colorado,4,candidate,"[{'year': 1980, 'le': 0.19242547}, {'year': 1982, 'le': 0.876160026}, {'year': 1984, 'le': 0.410418881}, {'year': 1986, 'le': 0.31362918}, {'year': 1988, 'le': 0.638122857}]","[{'year': 1980, 'eg': 0.11084643999216863}, {'year': 1982, 'eg': 0.10476536682088566}, {'year': 1984, 'eg': 0.06292915068227067}, {'year': 1986, 'eg': 0.10410345670328622}, {'year': 1988, 'eg': 0.038492846917484586}]"
624,Samuel Gejdenson,democrat,Connecticut,2,candidate,"[{'year': 1980, 'le': 2.17015298}, {'year': 1982, 'le': 0.53638947}, {'year': 1984, 'le': 0.974237149}, {'year': 1986, 'le': 1.59391737}]","[{'year': 1980, 'eg': -0.4325245957431564}, {'year': 1982, 'eg': -0.37729138246986293}, {'year': 1984, 'eg': -0.4080406391153676}, {'year': 1986, 'eg': -0.1523152660736098}]"
625,Lawrence J. DeNardis,republican,Connecticut,3,candidate,"[{'year': 1980, 'le': 0.02458205}]","[{'year': 1980, 'eg': 0.4413363857490342}]"
626,Earl Hutto,democrat,Florida,1,candidate,"[{'year': 1980, 'le': 0.426013226}, {'year': 1982, 'le': 0.15185596}, {'year': 1984, 'le': 0.150014108}, {'year': 1986, 'le': 2.762200356}, {'year': 1988, 'le': 0.323946983}, {'year': 1990, 'le': 0.23906663399999997}, {'year': 1992, 'le': 0.658477433}]","[{'year': 1980, 'eg': -0.2758111642352172}, {'year': 1982, 'eg': -0.011501505291052982}, {'year': 1984, 'eg': 0.0}, {'year': 1986, 'eg': -0.22500343157440633}, {'year': 1988, 'eg': -0.16234863815421888}, {'year': 1990, 'eg': -0.4553132034005447}, {'year': 1992, 'eg': -0.418685923230344}]"
627,Bill Chappell,democrat,Florida,4,candidate,"[{'year': 1980, 'le': 0.614714766}, {'year': 1982, 'le': 0.44514516}, {'year': 1984, 'le': 0.915702758}, {'year': 1986, 'le': 2.251350164}]","[{'year': 1980, 'eg': -0.18468929545747867}, {'year': 1982, 'eg': -0.16145733614142574}, {'year': 1984, 'eg': -0.2043220208549771}, {'year': 1986, 'eg': 0.0}]"
628,Bil McCollum,republican,Florida,5,candidate,"[{'year': 1980, 'le': 0.207860178}]","[{'year': 1980, 'eg': 0.384777680797222}]"
629,"L. A. """"Skip"""" Bafalis",republican,Florida,10,candidate,"[{'year': 1980, 'le': 0.284064534}]","[{'year': 1980, 'eg': -0.0789084712162973}]"
630,Clay Shaw,republican,Florida,12,candidate,"[{'year': 1980, 'le': 0.096555474}]","[{'year': 1980, 'eg': 0.40923321667196944}]"
631,Charles Hatcher,democrat,Georgia,2,candidate,"[{'year': 1980, 'le': 0.0}, {'year': 1982, 'le': 0.054978535}, {'year': 1984, 'le': 0.0}, {'year': 1986, 'le': 0.11651012300000001}, {'year': 1988, 'le': 0.290646732}, {'year': 1990, 'le': 0.122242479}]","[{'year': 1980, 'eg': -0.028156207127588297}, {'year': 1982, 'eg': 0.0}, {'year': 1984, 'eg': 0.0}, {'year': 1986, 'eg': 0.0}, {'year': 1988, 'eg': -0.26623668707739634}, {'year': 1990, 'eg': -0.039530044708550864}]"
632,Newt Gingrich,republican,Georgia,6,candidate,"[{'year': 1980, 'le': 0.061455125}, {'year': 1982, 'le': 0.070943952}, {'year': 1984, 'le': 0.052372875}, {'year': 1986, 'le': 0.003100344}, {'year': 1988, 'le': 0.028683681000000003}, {'year': 1990, 'le': 0.111376481}, {'year': 1992, 'le': 0.084609169}, {'year': 1994, 'le': 0.057392202}, {'year': 1996, 'le': 1.3208867309999999}, {'year': 1998, 'le': 0.18505337800000002}]","[{'year': 1980, 'eg': 0.3188892645296124}, {'year': 1982, 'eg': 0.3945856823742155}, {'year': 1984, 'eg': 0.11715179857394335}, {'year': 1986, 'eg': 0.3091239237125909}, {'year': 1988, 'eg': 0.32170032778820495}, {'year': 1990, 'eg': 0.49378520969328443}, {'year': 1992, 'eg': 0.34519761271762495}, {'year': 1994, 'eg': 0.21670105086712654}, {'year': 1996, 'eg': 0.34394105347007864}, {'year': 1998, 'eg': 0.0860019200109715}]"
633,Doug Barnard Jr.,democrat,Georgia,10,candidate,"[{'year': 1980, 'le': 0.7622936990000001}, {'year': 1984, 'le': 0.175603171}, {'year': 1986, 'le': 0.5378530029999999}, {'year': 1990, 'le': 0.885561747}]","[{'year': 1980, 'eg': 0.10435868046287428}, {'year': 1984, 'eg': 0.0}, {'year': 1986, 'eg': -0.15473885361089737}, {'year': 1990, 'eg': -0.33428545432093953}]"
634,Cec Heftel,democrat,Hawaii,1,candidate,"[{'year': 1980, 'le': 0.804696995}, {'year': 1984, 'le': 0.015403787}]","[{'year': 1980, 'eg': 0.13675404486081458}, {'year': 1984, 'eg': 0.17889677024448206}]"
635,Larry Craig,republican,Idaho,1,candidate,"[{'year': 1980, 'le': 0.110619226}, {'year': 1982, 'le': 0.127462357}, {'year': 1984, 'le': 0.046211361}]","[{'year': 1980, 'eg': 0.42577525259490123}, {'year': 1982, 'eg': 0.4260075311984564}, {'year': 1984, 'eg': 0.12751879847638595}]"
636,Harold Washington,democrat,Illinois,1,candidate,"[{'year': 1980, 'le': 0.02458205}, {'year': 1982, 'le': 0.059247013}]","[{'year': 1980, 'eg': 0.409585299825112}, {'year': 1982, 'eg': 0.44566724143760356}]"
637,Gus Savage,democrat,Illinois,2,candidate,"[{'year': 1980, 'le': 0.09832820099999999}, {'year': 1982, 'le': 0.0}, {'year': 1984, 'le': 0.030807574}, {'year': 1986, 'le': 0.37803503899999996}, {'year': 1988, 'le': 0.29526329}, {'year': 1990, 'le': 0.092132928}]","[{'year': 1980, 'eg': 0.26266445805216493}, {'year': 1982, 'eg': 0.2426480586424713}, {'year': 1984, 'eg': 0.15957855941030366}, {'year': 1986, 'eg': 0.17657515390526698}, {'year': 1988, 'eg': 0.1548923614643868}, {'year': 1990, 'eg': 0.06429650567766461}]"
638,John Edward Porter,republican,Illinois,10,candidate,"[{'year': 1980, 'le': 0.204716495}, {'year': 1982, 'le': 0.395083725}, {'year': 1988, 'le': 0.31645724199999997}, {'year': 1990, 'le': 0.261459573}, {'year': 1992, 'le': 0.251707367}, {'year': 1994, 'le': 1.9651833769999998}, {'year': 1996, 'le': 2.7595224380000003}, {'year': 1998, 'le': 1.7036259169999999}]","[{'year': 1980, 'eg': 0.2852187374577146}, {'year': 1982, 'eg': 0.3204045025606364}, {'year': 1988, 'eg': 0.050396422594716196}, {'year': 1990, 'eg': 0.13031660362372152}, {'year': 1992, 'eg': 0.20980758841374725}, {'year': 1994, 'eg': -0.0010093091621754043}, {'year': 1996, 'eg': 0.11816266789389533}, {'year': 1998, 'eg': 0.0}]"
639,Lynn Martin,republican,Illinois,16,candidate,"[{'year': 1980, 'le': 0.036873075}, {'year': 1982, 'le': 0.245956376}, {'year': 1984, 'le': 0.046211361}, {'year': 1988, 'le': 0.189312294}]","[{'year': 1980, 'eg': 0.1516305092139368}, {'year': 1982, 'eg': 0.3558613320365737}, {'year': 1984, 'eg': 0.3314572294063275}, {'year': 1988, 'eg': 0.22144365425606088}]"
